label,content
1,「LULU」成家立業還生2寶！珍貴照首曝光
1,「TOYOTA入門新小車」最佳油耗37km／L！折合新台幣不用50萬
1,「一家子兒咕咕叫」首映  高市府送白玉蘿蔔祝力擒金馬
1,「大到不能倒銀行」公布！6家銀行續上榜
1,「小許瑋甯」剛出道照片曝光！網：不習慣
1,「孔子是XX」？兒填這2字網笑翻　媽急道歉：童言無忌
1,「文森佐」編劇金馬大師開課　對政治議題有使命感
1,「他」也是美人魚！拿三叉杖展威嚴　美人魚有「肌肉」了
1,「台東好米收冬祭」首次跨域南迴　祈福祭典登場喜迎客家月
1,「台灣好行-鹿野慢漫遊」　台東縣府推出加碼優惠
1,「布丁狗本狗」隔26年終現身！100%神還原萌照瘋傳 真實品種曝萬人驚呆
1,「生活畫市集：嬉遊千年風俗藝術」 中科實驗高中即日起展出
1,「白紙革命」全球串聯聲援　雪梨有維尼熊穿皇帝裝抗議
1,「立冬」招財、桃花好時機　客廳放這2物
1,「仿生獸」海岸邊奔馳　巨型移動裝置超吸睛
1,「全世界關注台灣選舉」　蔡英文喊話：票要一次投對人！
1,「在巨人肩膀上看更遠！」高虹安致謝郭台銘相挺：人生最幸運的事
1,「池上秋收」關山警方服務不停歇　民眾開心喝采
1,「行動711」出沒台北吃的喝的應有盡有 網笑：可以領貨嗎
1,「你好嗎台灣！」　魔獸著西裝現身時尚盛典
1,「希望做對社會有用的人」陳時中信心喊話：把攻擊當磨練
1,「我們都是救援小英雄！」女童走失　警聊卡通還買養樂多
1,「扯後腿」才上道！ 警察教官：盤查可疑車別抓車門
1,「沒接受一國兩制」　蔡英文：1126為台挺身
1,「沒說票給黃珊珊」　王世堅：除非人格分裂
1,「姊夫的姊夫」叫什麼？上千網友燒腦答不出 內行曝正解
1,「東湖金泰亨」尋人！網見看板戳1關鍵：心怡不會聯絡你
1,「法官」成自由球員的第一天　紐約馬終點前當愛妻的啦啦隊
1,「花路阿朱媽」入圍金馬　導演盼鼓勵媽媽們追求人生
1,「阿凡達」影迷尖叫！讓你化身納美人進入潘朵拉星球
1,「星空男孩」攜王琄溫暖回歸　學習與慢飛天使溝通
1,「毒姑」搬出家！她捐「3000元香油錢」叩謝神明　網喊揪團進香
1,「苗栗遊品味」12條特色主題遊程　邀遊客來體驗
1,「風童火將」遠征華府 　文總記錄越洋文化遶境
1,「首批BA.5次世代疫苗」後天到貨！王必勝：預計11／18開打
1,「財閥家的小兒子」未開播就掀熱議 看宋仲基演繹街頭風、菁英上班族穿搭
1,「甜瓜」安東尼來台送幸福？T1台鋼獵鷹證實：積極爭取
1,「圍攻光明頂」要多久？真實距離曝光　網笑：6大派真智X
1,「就算全世界與你為敵，我要跟你站一起」伊藤詩織母親：為女兒的勇氣感到驕傲
1,「楊肉盧」法羽賽亞軍寫新猷　相信彼此養成好默契
1,「楊肉盧」終結6年冠軍荒　更令人稱羨是另一半都是女神級正妹
1,「源少年」雙層巴士巡演吸粉　陳治廷「開箱燒烤店」
1,「綁匪在我手上！」詐騙來電秒掛斷　陶晶瑩被逗笑：訓練不足
1,「遊歐省1萬」　赴日韓參團現折千元！北海道玩雪2.7萬有找
1,「團團病重」中國專家火速來台　農委會願提供必要醫療協助
1,「蒜新路」和「蒜興路」怎麼區別？  網友ㄣㄥ不分：唸到翻桌
1,「鳳梨釋迦」釀酒　農糧署與農村酒莊攜手「再推5款新酒」
1,「劍翔」部署北台灣！他：鞏固首都圈防衛
1,「廣場舞」登小巨蛋！　洪榮宏合作麥克斯開跳
1,「廣譜通用」疫苗開發中　一劑防所有冠狀病毒
1,「機械腿」中風能走！智慧敷料慢性傷口救星
1,「選舉不能沒人性」　陳時中：盼台北市民讓我一次補8年
1,「錢是我的不干你事」　警霸氣一句話讓他無言...成功阻詐180萬
1,「鏈鋸人」兼職熊貓？電鋸狂轉影片曝　網笑：棄單奧客當心
1,「魔獸」台灣時尚首秀送手指愛心　突自曝球場外私下樣貌
1,「魔獸」現身夜市！吃蚵仔煎、射飛鏢
1,「麟洋配」只花34分鐘晉級8強　直落二輕取日本組合
1,【2023跨年】8縣市搶先曝超強卡司！台南、台東狂邀15組大咖　日韓團也來了
1,【唐綺陽星座運勢週報10/31-11/6】天蠍合作機會多　金牛有貴人
1,【唐綺陽星座運勢週報11/14-11/20】牡羊貴人運佳　巨蟹感情避免太強勢
1,【唐綺陽星座運勢週報11/28-12/04】處女財運佳　雙魚受貴人提拔
1,【唐綺陽星座運勢週報11/7-11/13】魔羯有桃花　射手獲長官賞識
1,0頭期款也有房！他曝最狂無息政策「625萬買到千萬房」　網讚爆了
1,1.3億劑快篩明年底將到期　擬中低收入戶免費每月發5劑
1,10分落後變1分贏球　國體大奪梅花旗季軍
1,10月投6兆日圓干預匯市　日政府：有效果
1,10月訪日旅客「去年的22倍」台人第4多　第1是這國
1,11/7「立冬交年運」　必學強運秘法大公開
1,1111人力銀行統計  工作機會65萬個創新高且較疫情前成長二成
1,1111台中今共好市集做公益、台鐵推追分百年票卡
1,1111你怎麼過？一個人也很好 10種單身族才懂得的快樂  
1,111年11月11日千年一遇！3生肖財運飆漲
1,111年金安獎出爐 總太營造堅持勞安獲肯定
1,111年劉昌平先生紀念獎學金 獲獎名單公布
1,11月1日驚現「10個1」　錯過再等111年！天使數字是誰創造？
1,11月下半運勢出爐　「4星座」財運旺不停
1,11月下旬4生肖鹹魚翻身！一旺三十年
1,11月下旬吉星庇佑！「3生肖」招財添福
1,11月最後兩天被財神看上！3生肖非富即貴
1,12月財運前五名星座曝光！天秤不怕沒錢賺 第一名正偏財都找上你
1,12月壽星看過來！鮑魚、神仙牛吃到飽　滿額贈生日肉蛋糕
1,12生肖本周運勢排行榜出爐　屬狗氣勢如虹
1,12星座10月31日運勢　雙子感到疲倦、處女看好財物
1,12星座11月12日運勢　雙魚戀愛要專一、獅子投資獲利佳
1,12星座11月13日運勢　牡羊盼一見鍾情、雙子狂破財
1,12星座11月14日運勢　獅子應酬破財、處女工作受肯定
1,12星座11月29日運勢　處女適合投資、天秤戀情加溫
1,12星座誰最好運？「11月運勢」一次看
1,1440隻黑面琵鷺來台南度冬！　黃偉哲歡迎親子來輕旅行尋找傷癒黑琵
1,14月內「連中2頭獎」！他成千萬富翁驚呼：又來一次？
1,16歲就獲劉德華賞識！46歲男星憑《金宵大廈》人生翻轉
1,19歲魔術狀元超猛！狂轟33分16籃板比肩詹皇　史上唯二達標
1,1張貼紙掀回憶殺！國小生黏狗屁股被叫去吃藥　釣出眾人天兵狂事蹟
1,2022 KFA高雄時尚大賞 洪衣彤獲金賞及最具商業價值賞
1,2022世界抗生素認知周／對決多重抗藥菌 抗生素球路要多變
1,2022台美教育倡議 嘉義縣5校分享異域國際文化生活交流
1,2022四重溪溫泉季　期間限定郵輪巴士每人588元
1,2022年世界溜冰錦標賽 我國選手單日勇奪2金
1,2022年底前「4星座」好運加持！金牛錢會回來、處女漸入佳境
1,2022府中搞什麼鬼　侯友宜化身賽車鬼王率領群魔逃出封鎖線
1,2022金融知識奧林匹克競賽冠軍揭曉　深耕基礎教育
1,2022國際青創美學競賽果凍花　呂文媛帶領國際學員拿下5金3銅
1,2022鯤鯓王平安鹽祭落幕 擲筊大賽36萬得主出爐
1,2023台中市十大伴手禮今揭曉 得獎店家百花齊放
1,2023台東跨年晚會波卡司　青峰、Mc HotDog、盧廣仲齊聚拚場
1,2023年最容易致富的4生肖！屬牛人財兩得
1,2023年誰最有錢？「12星座財運」排行曝光
1,2023年變漂亮的星座女有誰？3星座迷死人
1,25萬家適用！勞動部放寬3人以下企業 加班免開勞資會議
1,27歲嗨咖終於脫魯！初戀女友「神仙顏值」網狂喊：背叛者
1,2大象紅燈爽吃一波！長鼻狂捲隔壁車甘蔗
1,2大量販雙11優惠快看！空心菜11元　2串麝香葡萄千元有找
1,3000坪萌獸樂園明年開幕！財富女神王宥忻再曝「超狂血拚戰力」
1,300年香火煙燻！媽祖尊容「進廠維修」一個月　變年輕了
1,30張紙根本不夠用！動筆寫下不想做的事之後 心情愈來愈美麗
1,30歲女不愛社交　獨居農村月賺4400很快樂
1,30歲後「財富運暴漲」的命格TOP 4！喜迎錢財、地位上升期
1,399泡湯券囤起來！ITF旅展優惠買10送1　業者：湯屋「滿到明年2月」
1,3分鐘頭槌得2分！　南韓男神「曹圭成」IG衝百萬
1,3生肖喜迎財神！年底改運桃花跟著來　2族群當心健康隱憂
1,402萬起！保時捷「超搶眼718 Style Edition」亮相　台灣同步開賣
1,40周年免費入園　「玫瑰森林」綻放遊客搶拍
1,4L變S號！40歲三寶媽花2年狠甩20公斤　超健康瘦身法曝光
1,4天3夜狂嗨不斷電 WirForce重啟實體辦趴 現場體驗最新遊戲產品
1,4年10億元 中央補助金門亮點計畫拚觀光
1,4年前唱歌片段曝！陳紫渝當主唱仙氣爆棚　網狂重播：好暈
1,4星座甩衰運翻身！貴人神助攻「升官加薪」　數錢到手軟
1,50元一支！員林碳烤玉米扛壩子　炭香加持獨門醬汁微焦微脆太罪惡
1,50到64歲流感疫苗今開打　前百位送水果
1,56歲鞏俐超凍齡！最新美照曝光　「不科學曲線」網看傻
1,5星座擅長「危機變轉機」　第一名不難猜
1,5家網拍飾品不小心就塞爆購物車　金屬質感風、韓系珍珠皆百元入手
1,5款「大容量精品包」推薦！LV Capucines值得投資、雙T印花超優雅
1,5歲女童被反鎖在家…警靈機一動一招解危
1,60歲茶農腿軟關節腫脹　醫置換人工膝關節隔天能上下樓梯
1,60歲關之琳驚人狀態曝！路邊滑手機　網讚女神親民暖舉
1,62.4萬劑BNT幼兒疫苗今早抵台　今年採購數量全數到貨
1,6虎斑喵「複製貼上」擠滿床　媽嘆：貓奴沒地方睡的季節又到了
1,70元大雞排便當！他問「老闆有賺嗎」　內行曝：水很深
1,76歲女星爆與「小40歲」潮男牽手放閃！男方超狂情史曝
1,7-ELEVEN推「2022世界盃足球賽限量周邊」門市快閃購
1,7幅「廢墟塗鴉」曝光！神祕藝術家「班克西」潛入烏克蘭聲援
1,7戰全勝！台灣青男滑輪曲棍球世錦賽摘金　創隊史最佳
1,85位兩岸攝影家聯展　在浙台生獲獎：拍出「家」的故事
1,8旬嬤忘記回家路　三重警拼湊地址助返家
1,91歲翁想念老友卻忘回家路　三重警助返家
1,9元抱回小金馬！全家「金馬聯名杯塞」質感超棒網搶瘋
1,9年前就預告！霍華德首曝「來台關鍵」：只想散播愛
1,AirPods Pro 2今開賣！比前一代便宜500
1,AI智慧教育扎根　雲林縣府4億打造智慧教育中心今正式啟用
1,AllSaints挺在地藝術文化！邀歌仔戲「天王」孫翠鳳翻轉刻板性別印象
1,APEC峰會／歡迎晚宴比鄰而坐 張忠謀、布林肯密切交談
1,APEC經濟領袖歡迎晚宴　張忠謀與布林肯鄰座密切交談
1,Apink初瓏、普美見面會台北場來了！　擊掌、合照福利滿滿寵台粉
1,AR＋AI  5G垂直場域體驗 成大校區開展
1,ASML考慮出手收購！執行長說先進晶片製造需求強勁
1,ATP總決賽開打　Nadal尋求生涯最後拼圖、Djokovic拚第6冠
1,BA.5次世代疫苗週三到貨　11／18可望開打
1,BA.5疫情已過！　王必勝鬆口：口罩令下週有望放寬
1,BMW曾生產鍋具　陳設於慕尼黑大碗公造型博物館
1,BNT與莫德納BA.4.5通過EUA
1,CAR-T應用廣！BNT可加強效果　有望治療固體腫瘤
1,C羅生涯獨缺世足金盃　5度力爭葡萄牙首冠
1,C羅榮銜滿點獨缺世足金盃　5度挑戰力爭葡國首冠
1,C羅領軍晉級16強　葡萄牙2:0擊敗烏拉圭
1,DAMIANI全台首間直營旗艦店開幕 林柏宏驚喜獻唱
1,EMU3000特仕車今抵台　最快明年春節營運提供團體專列
1,ETtoday獲卓越新聞獎！　《以民為先》作品強烈諷刺感獲評審肯定
1,G20視訊演說　澤倫斯基：結束毀滅性戰爭時刻已到
1,G7外長會議聯合公報　「提醒」中國大陸棄武嚇台灣
1,G7外長籲中國勿脅迫　美樂見對中採一致做法
1,Google Map上找不到的咖啡館　高雄農16快閃開張
1,Google首邀新聞媒體對話議價　數位發展部與會
1,IKEA推雙11購物優惠　千項商品85折起
1,IKEA確定插旗嘉義！默默徵才「開出7職缺」　在地人興奮：終於來了
1,IKEA餐廳過譽了？網掀正反激戰 內行列5大必吃清單
1,IPAC烏克蘭共同主席來台　盼盡己所能發展對台關係
1,ITF旅展「30家以上終極優惠懶人包」！住宿券1.5折、出國5888元起
1,ITF旅展買氣爆！　多家飯店首日「住宿、餐券破千萬」
1,JR北海道闢財源 開辦電車維修廠探索.鐵道迷擠爆
1,Lexus、Adidas與漫威合作　融合《黑豹2》配色超吸睛
1,LEXUS將推「全新入門跨界車」！CT油電掀背車後繼有人了
1,LINE Bank好友免費下載鯊西米動態貼圖 將來銀行開戶送愛爾達TV直播券爽看世足賽
1,LINE19款限時免費貼圖又來了！隱藏版快載
1,LINE免費5款貼圖又來了！Burberry聯名「創世神」快下載
1,LIVE ／大陸專家昨晚抵台探視團團！　動物園2點記者會說明
1,LIVE／免費快篩擴大發放　王必勝最新說明
1,LIVE／直擊「魔獸」雲豹加盟儀式　深度訪談鎖定《TVBS新聞網》
1,LPGA日本菁英賽　徐薇淩並列第14
1,Lulu拿柏金包「財富自由的味道」　黃子佼爆她價碼：我怕我傷心
1,Lulu連莊主持2023台北跨年　超狂卡司曝光
1,MAMAMOO隔4年來台演唱「5票價曝光」　門票11月19日手刀開搶
1,Mazda推「改款7人座休旅」！折合新台幣不用70萬 汽油、柴油都有
1,MLB／國聯MVP出爐！35歲高史密特生涯首次奪獎
1,MLB水手大物新秀毫無懸念　強勢奪下美聯新人王
1,MLB洋基留住強棒黎卓　一壘攻守戰力吞定心丸
1,momo雙11省很大！必買五大清單一次看
1,NASA衛星拍到太陽在「微笑」　網友發揮創意P哏圖
1,NBA本季最狂絕殺　國王福克斯延長賽32呎三分彈宰魔術
1,NBA生涯第6戰就成湖人救命奇兵　瑞恩曾在墓園工作當外送員
1,NBA籃網擺脫厄文反猶風波　42分差大勝巫師
1,Netflix新功能可秒踢遠端裝置　提升帳戶掌控權
1,Netflix新台劇公開　張孝全《誰是被害者2》+柯震東《乩身》
1,Netflix電影台灣區年度十大出爐！　《人生大事》擠進前三
1,New Era聯手MLB、JNFR打造限定款 讓戴老帽的女生既帥又美！
1,Novelship雙11享折扣　再抽潮咖必收單品
1,NSO總監準馬寇爾攜手小提琴家五明佳廉奏響經典
1,OL自製醉醃生蟹出包　打開驚見「集體越獄」發酒瘋開趴
1,Onitsuka Tiger重新詮釋80年代經典動漫 攜手「福星小子」跨界打造話題鞋款
1,Pfizer-BioNTech　將在美試驗COVID加流感2合1疫苗
1,PlayStation VR2台灣售價、10款新遊戲大公開 11月15日開放預購
1,Pokémon寶可夢、SPY x FAMILY聯名服飾接力登場  挑對時間入手更划算！
1,Predator League東京開打！樹德龍披戰袍　啦啦隊女孩組團集氣
1,Red Velvet美照連發Irene再創顏值顛峰！Wendy秀「11字腹肌」當最辣
1,SOGO周年慶買氣兩大現象：精品年輕化、高爾夫女力崛起
1,S媽首度同框女婿具俊曄！大S甜勾王偉忠合影「笑容撐爆螢幕」
1,T1上季得分王開嗆了！　仕東放話「投爆魔獸」
1,T-ara女神芝妍12月10日結婚　交往1年認定閃嫁明星運動員
1,T-Bike走入歷史！台南宣布全面改採Youbike  網一片叫好：早該淘汰了
1,TCCF未來內容展亮點多！主題沙龍名師開講
1,TCCF未來內容展看見VR技術拓展創作可能性
1,TCCF未來內容展登場　跨域共創產業先機
1,TVBS獨家獲准隨艦出海！登旗艦出雲號　校閱東亞規模最大海空分列式
1,TVBS總經理劉文硯掌舵媒體數位轉型　獲亞太傑出企業「卓越企業領袖獎」
1,TVBS攜手臺東縣政府　打造2023全臺最強跨年演唱會
1,UNIQLO「最美內衣」比之前更燒！新色「抹茶綠」、針織馬甲激美
1,VR跨域3D 創客教育跳脫傳統
1,WBC／大谷翔平主動通知總教練　願代表日本打經典賽
1,一鄉鎮一親子館即將落實 烈嶼托育資源中心今啟用
1,一路旺到11月底！3生肖財神關照橫財大發
1,一覺醒來戶頭多2筆「美金入帳」！　行員揭密喊：中獎啦
1,丁寧婚宴席開170桌「2大咖女星」現身　紅毯見爸罕見反應爆哭
1,丁噹、夏于喬對外互稱「好閨密」　竟認不出對方歌聲糗爆
1,九合一疏運！台鐵再加開4東線新自強號　玉里＝台東也有接駁車
1,人口紅利高、商機無限 大學生海外實習政大主打印尼
1,人間國寶！恆春民謠傳藝師陳英傳承說唱
1,八八風災後首開放! 茂林情人谷溫泉日湧3千人體驗
1,八方雲集持續調整旗下品牌　聚焦梁社漢排骨、芳珍蔬食展店
1,八卦山旱灌區改善工程將動工　名間鄉農民用水更穩定
1,力拚賽史第4冠！周天成直落二擊退波波夫　勇闖海洛決賽
1,力挺陳時中　蔡英文曝：最有機會贏的一次
1,十年磨一劍！勞力士頂規實驗作Sea Challenge霸氣量產
1,又有NBA大咖來台？台中太陽：已接觸「矮湯」、史蒂芬生
1,三明治送「三條線」　成本省爆網笑歪：糖尿病專用
1,三星下一代旗艦手機S23發表日曝光　韓媒爆明年這時候現身
1,三重超夯韓式料理！大分量銅盤烤肉必點　50種小菜無限吃
1,三商壽史上最大規模現增案　52億募集完成
1,上半年全球超高淨值富豪人數四年來首降 美國減逾10%
1,上班族得救了！國1五堵到汐止主線　明早5點全線通車
1,上這款廁所竟要「這樣晃動」燈才亮　網笑翻：多嗨？
1,下周一「立冬」逢天赦日！4生肖運勢逆轉超旺 事業桃花兩得意
1,下班快開LINE！限量奶茶「只要1元」　網推爆瘋搶
1,"下潛6,500m與小白鯨共游！絕美必拍「光之影海洋展」亮點搶先看"
1,千年一遇空姐辦「最香婚禮」網美全羨慕了
1,大S翻版？吳欣盈臉書宣布當媽　與孩子的爸再續15年前緣分
1,大一生熱愛台語 陳煒翰用台語寫手工書
1,大咖韓星來台開演場會　私人行程曝光！搶先公布出遊地點
1,大型活動還敢去？醫提「六關鍵」判斷安全
1,大哥別追了！賊騎單車跑不快　不敵店家機車奮勇直追
1,大啖「麵線、珍奶」幽默秀中文喊：霍華德Love
1,大陸黑金商機持續擴增　咖啡機熱銷海外
1,大翻車！跑山男問「北宜有鴿子嗎」　釣出所長神回7字
1,女子重貼壁紙發現前屋主留言警告「一大串抱怨」 網友全笑翻
1,女友救愛！男癲癇發作　女求助警開道就醫
1,女住戶半夜大吼、砸酒瓶！廣播突傳「閉嘴瘋女人」他秒噴笑
1,女星牛仔褲私服穿搭！小個女孩必學趙露思　薛仁雅這件褲型超顯瘦
1,女搭公車睡過頭 GG了 受困車上找警救援
1,女裝品牌45周年　蔡淑臻演繹秋冬新品
1,女團ITZY親自詮釋聯名Charles & Keith系列袋包！
1,女駕駛雨夜「刁車」路中　警界學姐冒雨用洪荒之力推車解危
1,小5男童超市買蛋自己孵　20顆蛋成功養大2隻鵪鶉
1,小S具俊曄「跳國標」迎接對方　花式互捧他讚她好美
1,小女孩睡前儀式「讀書＋擼貓」　超甜蜜眼神互撩融化網友
1,小小彬惹人憐愛！2009年安以軒吳建豪揪心演出《下一站，幸福》
1,小奶貓凝視電腦孔洞…突伸頭猛鑽「整隻倒頭栽插進去」主人看傻笑翻
1,小象鞠躬要奶喝　網：工讀生出來
1,小蟲進耳怎麼辦？錯誤方法恐傷耳膜　急診醫授2招自救
1,川普海湖莊園嫁女兒 新娘穿古希臘女神風禮服向夫致意
1,川普婚禮致詞不忍了　當眾警告女婿這句
1,工人「拚到50歲」買到房　他開箱感動萬人
1,已故畫家陳進115歲冥誕　Google首頁致敬「台灣女子學畫第一人」
1,不只《她和她的她》！盤點11部熱門台劇　犯罪戲迷快筆記
1,不只咖啡能提神！燕麥降低疲憊感　「這些食物」也抗疲勞
1,不只要為雲豹拿T1冠軍！霍華德承諾「用籃球啟發台灣小孩」
1,不只猛男！新北消防月曆女力應援　「護國神Q」也來了
1,不只韓團！英倫天團Clean Bandit首來台　唱翻台北時間曝
1,不用車隊掃街 議員候選人騎YouBike拜票
1,不老女神！51歲溫翠蘋「泳裝叉到腿根」驚人狀態曝
1,不見歲月痕跡！揭密「最強貴婦團」凍齡術　1步驟是抗老關鍵
1,不限時約會浪漫墾丁海景！「偽沖繩」咖啡廳美翻　CP值美食一籮筐
1,不准上街就玩遊戲！中網友射擊電玩內「塗鴉」挺白紙革命
1,不想大學白讀一場...他不畏血汗 考取公職社工師
1,不醉不歸！印度大象疑盜酒喝　集體醉倒叢林呼呼大睡
1,不斷更新／費南德斯進2球　葡萄牙2比0擊敗烏拉圭「晉級16強」
1,中山高汐止主線明早6點開放 蘇貞昌：能否再早幾小時？
1,中市清水高中跨校人工智慧營隊 提升設計AI影像辨識能力
1,中低收入、12歲以下免費領快篩　王必勝：預計周三宣布
1,中和6歲童找到了！陌生爺爺身邊陪13小時
1,中和連城路違建占道 新北市府專案拆除並打造免費機車格
1,中信兄弟二連霸中職總冠軍　封王好康外送、搭車都優惠
1,中信盃黑豹旗／看曾峻岳很敢丟　師大附中林軒亦目標135公里
1,中信盃黑豹旗／師大附中扣倒花蓮高中　國家隊捕手大讚投捕實力
1,中信盃黑豹旗／張元愷好投、隊友幫擋1分　大理9比1勝東石
1,中科院無人機大軍亮相　魔眼無人機首曝光
1,中科院戰術型旋翼無人機首度展示用意曝光
1,中華醫大54週年校慶　冠蓋雲集送祝福
1,中華醫大助學弱勢 受助生力爭上游回饋各界愛心捐款
1,中華醫大與尚發窯業、東星眼鏡、天格科技簽署產學合作
1,中獎31億秒離職！工人爽買跑車「登報找老婆」：只想戀愛
1,中職兄弟原班底出征總冠軍賽　28人名單續捨2老將
1,中職總冠軍賽搶首勝奪冠機率高　助總：100%再來說
1,丹丹換菜單選幾號最優？網激推「這號餐」
1,丹麥網球小將魯內拍落喬科維奇　奪巴黎大師賽冠軍
1,五月天首度賭城開唱！周興哲巡演加拿大　嗨喊：歡迎紅髮艾德...
1,五四最後大師！成大中文系設「蘇雪林教授研究室」開幕
1,五股防洪新戰力　成洲抽水站完工啟用
1,今天立冬　7天內快做這5件事馬上招財運
1,今天立冬是今年最後「天赦日」 祭拜補財庫眉角看這邊
1,今天衝！　超商「特大杯拿鐵下殺35元」限時3天開搶了
1,今日超限定！全家拿鐵買3送3　7-11買7送7
1,今年立冬就是鳳凰日　做4件事好運旺不停
1,今年最熱門戶外親子景點－樹林萬坪公園
1,元大金控展現綠色金融 三度獲BSI永續韌性領航獎
1,元大臺灣ESG永續00850殖利率5.4%配息創高
1,元智大學參加潮創客大賽獲亞軍 可減輕牙髓治療苦楚
1,內惟藝術中心試營運 專業修復作品可參觀
1,內湖國中「中央廚房」大改造 造福南香山區1600師生
1,公車卡卡！開到一半路中拋錨　4警化身大力士幫推車
1,公東高工學子家具創意設計　一口田書桌獲銀牌
1,公鹿怎麼輸　字母哥板凳吃零食照樣9連勝
1,公費流感第2階段開打！80家全聯可接種　前百名送1公斤香蕉
1,公開穩交5年！　鹿晗爆「過年宣布」娶小7歲關曉彤
1,六歲男孩能獨自搭公車...默默守護的陌生人成安全網
1,六輕交通更便利！　後安大橋2億改建拓寬
1,分析十二星座個性「像什麼動物」 借動物之力開運可以這麼做
1,升息效應！國銀前3季大賺近3千億　創歷年同期新高
1,友邦抵台！諾魯共和國總統昆洛斯「率團參訪」　吳釗燮親接機
1,友達可捲式Micro LED面板　獲SDIA前瞻顯示大賞金質獎
1,天兵投票不小心「身分證投進票匭」　眾人笑翻曝唯一解方
1,天冷來碗紅豆湯！不只暖身補血　4大養生功效報你知
1,天使數字！11月1日將見「百年難得1 幕」
1,天使貓吃藥不用主人餵　毛掌撥入嘴一口吞超勇敢
1,天貓雙11 台灣推「消費者體驗提升計畫2.0」
1,天選之人！費城人波姆炸出世界大賽史上第1000轟名留青史
1,太有哏！大S「千萬名床」被割爛　IKEA神推銷：是時候了
1,太空人吃5分大局　世界大賽扳平費城人
1,太空人新秀奪冠軍賽MVP　菜鳥游擊第一人
1,太空人奪世界大賽冠軍　美國網友連3年預測命中
1,太相信MBTI！男白眼狂翻「誰女友這樣」　網笑：真的不合
1,孔子是我國歷史上的…？兒填2字母急道歉
1,巴西1比0擊退瑞士　世足16強門票入袋
1,巴西新當選總統魯拉　首要挑戰是抗擊飢餓
1,巴西總統大選結果出爐 左派魯拉重登寶座
1,巴西總統敗選2天後打破沉默　稱將履行憲法義務展開交接
1,巴西變天！左派前總統險勝回歸　承諾捍衛雨林
1,心動警報狂響！王仁甫衝下台激吻季芹　甜曝「愛的刺青」真相
1,心理測驗／她怎麼都不會老？四選項測出該如何「凍齡回春」
1,心理測驗／這是花朵還是調色盤？瞭解自己的精神年齡落在幾歲
1,戶外口罩令12月鬆綁下午宣布　薛瑞元：可過好年
1,戶外免戴罩條件達標　王必勝：下週望宣布解除
1,手刀搶！爽看101煙火　這裡跨年和牛吃到撐、還送龍蝦
1,手腳冰冷必看！冬日就喝「保暖4飲品」　酒精、咖啡都NG
1,手腳冰冷注意！醫授4體質「專屬食療法」　3類人越補越上火
1,手機在手就醫便利　虛擬健保卡助偏鄉離島
1,手機電腦加入客、閩外字表 鍾孔炤：最快2023年前完成
